Date,Data collector,treatment,Plot ID,Column,Row,Species ID,region,Province Info,Mortality Status,Height(cm),Width1 (cm) (widest diameter),Width2 (cm) (perpendicular to W1 measurement),cover (%),Canopy (avg),Area (m2),biomass_kg/m2,Notes,mort_status,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,M,1,ACGL,central,,A,76,59,63,,0.61,0.315,0.4309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,M,2,ACGL,central,,A,65,64,62,,0.63,0.31,0.3627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,M,3,ISME,central,,A,64,40,37,,0.385,0.185,0.2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,M,4,EUMI,south,,A,30,27,13,,0.2,0.065,0.0351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,M,5,BOBA,central,,A,45,44,42,,0.43,0.21,0.1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,M,6,STPU,central,,A,64,51,50,,0.505,0.25,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,M,7,PEAR,south,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,M,8,ARCA,central,,A,53,29,23,,0.26,0.115,0.1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,M,9,BRCA,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,N,1,EPCA,central,SB,A,25,41,26,,0.335,0.13,0.0585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,N,2,ACGL,central,,A,52,56,34,,0.45,0.17,0.1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,N,3,ISME,central,,A,71,67,71,,0.69,0.355,0.4537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,N,4,AMFR,south,,A,65,60,29,,0.445,0.145,0.1697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,N,5,STPU,central,,A,9,28,21,,0.245,0.105,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,N,6,STPU,central,,A,24,24,19,,0.215,0.095,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,N,7,STPU,central,,A,12,23,11,,0.17,0.055,0.0119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,N,8,LECO,central,,A,41,13,10,,0.115,0.05,0.0369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,N,9,LECO,central,,A,68,46,14,,0.3,0.07,0.0857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,O,1,EPCA,central,SD,A,61,80,59,,0.695,0.295,0.3239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,O,2,EMPTY,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,O,3,STPU,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,O,4,ERFA,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,O,5,ERFA,central,,A,54,36,16,,0.26,0.08,0.0778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,O,6,STPU,central,,A,50,16,16,,0.16,0.08,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,O,7,ENCA,central,,A,30,26,23,,0.245,0.115,0.0621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,O,8,ENCA,central,,A,45,37,19,,0.28,0.095,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,O,9,SODO,central,,A,66,80,69,,0.745,0.345,0.4099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,P,1,STPU,central,SB,A,80,44,30,,0.37,0.15,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,P,2,HEWH,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,P,3,STPU,central ,,A,25,40,26,,0.33,0.13,0.0585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,P,4,BEEM,south,,A,18,6,5,,0.055,0.025,0.0081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,P,5,BEEM,south,,A,20,14,8,,0.11,0.04,0.0144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,P,6,COFI,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,P,7,HEWH,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,P,8,BRCA,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,P,9,SAAP,central,,A,123,49,31,,0.4,0.155,0.3432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,Q,1,STPU,central,SD,A,100,82,70,,0.76,0.35,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,Q,2,STPU,central,IRV,A,85,46,33,,0.395,0.165,0.2525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,Q,3,AGSH,south,,A,17,20,20,,0.2,0.1,0.0306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,Q,4,LYCA,south,,A,25,19,16,,0.175,0.08,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,Q,5,EUMI,south,,A,38,31,17,,0.24,0.085,0.0581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,Q,6,COFI,central,,A,49,53,29,,0.41,0.145,0.1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,Q,7,AGSH,south,,A,20,20,19,,0.195,0.095,0.0342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,Q,8,LYCA,south,,A,13,18,8,,0.13,0.04,0.0094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,Q,9,SAAP,central,,A,88,34,26,,0.3,0.13,0.2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,R,1,EMPTY,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,R,2,LEGI,central,,A,42,38,36,,0.37,0.18,0.1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,R,3,ARCA,central,,A,52,53,50,,0.515,0.25,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,R,4,ATLE,central,,A,50,22,13,,0.175,0.065,0.0585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,R,5,GRCA,central,,A,97,110,81,,0.955,0.405,0.7071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,R,6,GRCA,central,,A,100,102,100,,1.01,0.5,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,R,7,RHIN,central,,A,21,21,14,,0.175,0.07,0.0265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,R,8,ISME,central,,A,72,63,52,,0.575,0.26,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,R,9,ARCA,central,,A,92,65,64,,0.645,0.32,0.5299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,S,1,BAPI,central,,A,81,46,40,,0.43,0.2,0.2916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,S,2,BOBA,central,,A,54,46,50,,0.48,0.25,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,S,3,STPU,central,,A,12,22,22,,0.22,0.11,0.0238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,S,4,STPU,central,,D,90,50,26,,0.38,0.13,0.2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,S,5,SPAM,south,,A,49,26,15,,0.205,0.075,0.0662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,S,6,SPAM,south,,A,56,16,10,,0.13,0.05,0.0504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,C. Shepherd,tarp,A,S,7,RHIN,central,,A,23,17,10,,0.135,0.05,0.0207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,tarp,A,S,8,RHIN,central,,A,3,9.5,5,,0.0725,0.025,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,tarp,A,S,9,BAPI,central,,A,57,52,49,,0.505,0.245,0.2514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,A,1,BAPI,central,,A,71,64,52,,0.58,0.26,0.3323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,A,2,LYCA,south,,A,23,26,15,,0.205,0.075,0.0311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,A,3,GRCA,central,,A,56,120,90,,1.05,0.45,0.4536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,A,4,STPU,central,IRV,A,25,49,36,,0.425,0.18,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,A,5,STPU,central,SB,A,72,72,68,,0.7,0.34,0.4406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,A,6,ARCA,central,,A,83,103,82,,0.925,0.41,0.6125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,A,7,EUMI,south,,A,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,A,8,LYCA,sout,,A,31,25,18,,0.215,0.09,0.0502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,A,9,BAPI,central,,A,70,77,59,,0.68,0.295,0.3717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,B,1,PEAR,south,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,B,2,PEAR,south,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,B,3,GRCA,central,,A,66,93,108,,1.005,0.54,0.6415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,B,4,STPU,central,SD,A,57,93,80,,0.865,0.4,0.4104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,B,5,LEGI,central,,A,37,54,45,,0.495,0.225,0.1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,B,6,EMPTY,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,B,7,BRCA,central,,A,41,37,22,,0.295,0.11,0.0812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,B,8,SAAP,central,,A,40,58,56,,0.57,0.28,0.2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,B,9,ISME,central,,A,57,83,75,,0.79,0.375,0.3848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,C,1,SPAM,south,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,C,2,SPAM,south,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,C,3,BOBA,central,,A,29,57,24,,0.405,0.12,0.0626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,C,4,ENCA,central,,A,28,74,57,,0.655,0.285,0.1436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,C,5,ENCA,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,C,6,COFI,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,C,7,COFI,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,C,8,SAAP,south,,A,55,103,31,,0.67,0.155,0.1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,C,9,ISME,central,,A,56,80,60,,0.7,0.3,0.3024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,D,1,EUMI,south,,A,37,24,16,,0.2,0.08,0.0533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,D,2,HEWH,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,D,3,ARCA,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,D,4,BAPI,central,,A,52,43,37,,0.4,0.185,0.1732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,D,5,LYCA,south,,A,34,38,24,,0.31,0.12,0.0734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,D,6,HEWH,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,D,7,EMPTY,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,D,8,ACGL,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,D,9,ACGL,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,E,1,ISME,central,,A,63,45,38,,0.415,0.19,0.2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,E,2,ISME,central,,A,34,37,34,,0.355,0.17,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,E,3,AGSH,south,,A,12,20,13,,0.165,0.065,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,E,4,STPU,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,E,5,BEEM,south,,A,14,9,7,,0.08,0.035,0.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,E,6,BEEM,south,,A,11,10.5,4,,0.0725,0.02,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,E,7,EMPTY,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,E,8,ACGL,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,E,9,SPAM,south,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,F,1,LECO,central,,A,18,7,4,,0.055,0.02,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,F,2,ARCA,central,,A,25,33,28,,0.305,0.14,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,F,3,STPU,central,,A,17,27,28,,0.275,0.14,0.0428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,F,4,STPU,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,F,5,AMFR,south,,A,74,165,65,,1.15,0.325,0.4329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,F,6,SODO,central,,A,60,128,115,,1.215,0.575,0.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,F,7,AGSH,south,,A,11,15,16,,0.155,0.08,0.0158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,F,8,LYCA,south,,A,27,26,15,,0.205,0.075,0.0365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,F,9,SPAM,south,,A,38,67,58,,0.625,0.29,0.1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,G,1,LECO,central,,A,68,76,36,,0.56,0.18,0.2203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,G,2,LECO,central,,A,43,33,33,,0.33,0.165,0.1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,G,3,BOBA,central,,A,43,77,54,,0.655,0.27,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,G,4,PEAR,south,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,G,5,PEAR,south,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,G,6,EMPTY,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,G,7,BAPI,central,,A,67,76,73,,0.745,0.365,0.4402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,G,8,EUMI,south,,A,26,27,17.5,,0.2225,0.0875,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,G,9,BRCA,central,,A,35,34,31,,0.325,0.155,0.0977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,H,1,ERFA,central,,A,28,33,27,,0.3,0.135,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,H,2,ATLE,central,,A,52,45,40,,0.425,0.2,0.1872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,H,3,BAPI,central,,A,64,62,54,,0.58,0.27,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,H,4,SODO,central,,A,46,129,100,,1.145,0.5,0.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,H,5,CAMA,central,,A,41,177,152,,1.645,0.76,0.5609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,H,6,EPCA,central,SD,A,40,114,99,,1.065,0.495,0.3564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,H,7,EPCA,central,SB,A,36,88,86,,0.87,0.43,0.2786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,H,8,ERFA,central,,A,32,81,70,,0.755,0.35,0.2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,H,9,ERFA,central,,A,55,72,55.5,,0.6375,0.2775,0.2747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,I,1,ERFA,central,,A,16,25,20,,0.225,0.1,0.0288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,I,2,COFI,central,,A,48,67,55,,0.61,0.275,0.2376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,I,3,COFI,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,I,4,BEEM,south,,A,18,9,7.5,,0.0825,0.0375,0.0122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,I,5,AGSH,south,,A,16,20,19,,0.195,0.095,0.0274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,I,6,ARCA,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,I,7,RHIN,central,,A,15,14,6.5,,0.1025,0.0325,0.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,I,8,RHIN,central,,A,27,20,14.5,,0.1725,0.0725,0.0352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,I,9,ATLE,central,,A,85,63,51,,0.57,0.255,0.3902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,J,1,LECO,central,,A,138,78,73,,0.755,0.365,0.9067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,J,2,LECO,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,J,3,ENCA,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,J,4,EUMI,south,,A,14,29,8,,0.185,0.04,0.0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,J,5,BEEM,south,,A,14,9,6,,0.075,0.03,0.0076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,J,6,BAPI,central,,A,62,43,39,,0.41,0.195,0.2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,J,7,AGSH,south,,A,20,22,23,,0.225,0.115,0.0414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,J,8,RHIN,central,,A,33,34,16,,0.25,0.08,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,J,9,BAPI,central,,A,80,71,54,,0.625,0.27,0.3888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,K,1,SAAP,central,,A,76,72,67,,0.695,0.335,0.4583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,K,2,ENCA,central,,A,46,77,72,,0.745,0.36,0.2981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,K,3,ENCA,central,,A,31,53,38,,0.455,0.19,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,K,4,LYCA,south,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,K,5,BRCA,central,,A,47,44,31,,0.375,0.155,0.1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,K,6,HEWH,central,,D,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,K,7,LYCA,south,,A,25,34,32,,0.33,0.16,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,K,8,LEGI,central,,A,53,74,59,,0.665,0.295,0.2814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,K,9,LYCA,south,,A,37,58,50,,0.54,0.25,0.1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,L,1,SAAP,central,,A,91,75,75,,0.75,0.375,0.6143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,L,2,BAPI,central,,A,64,77,68,,0.725,0.34,0.3917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,L,3,STPU,central,,A,55,55,41,,0.48,0.205,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,L,4,LYCA,south,,A,30,85,65,,0.75,0.325,0.1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,L,5,SODO,central,,A,63,234,229,,2.315,1.145,1.2984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,L,6,BAPI,central,,A,76,43,20,,0.315,0.1,0.1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,B,L,7,PEAR,south,,A,50,43,20,,0.315,0.1,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
